loc_rowid,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_dens,st_dist,gaia_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_rvamp,pl_eqt,pl_bmasse,pl_rade,pl_trandep,pl_trandur,pl_mnum,st_radv,st_logg,st_lum,st_dens,st_metfe,st_age,st_vsini
2210,1,425.47785000,,,,,1567.00,2062.08,15.807,15.792,5797.00,1.01,1.02,,,,3.230,,0.7436700,0,,4.43,,,0.030,3.980,
2211,1,6.10960324,,,,,506.00,,13.328,13.273,5789.00,1.02,1.02,,,,0.890,,0.2327100,0,,4.43,,,0.070,4.170,
2212,1,259.33683000,,,,,879.00,1595.07,14.759,14.748,5710.00,0.97,0.95,,,,1.870,,0.6657900,0,,4.47,,,-0.010,4.370,
2213,1,9.87848200,,,,,1168.00,1062.84,14.496,14.469,6150.00,1.12,1.18,,,,2.580,,0.1283700,0,,4.34,,,-0.030,3.160,
2214,3,5.03503000,0.058000,,,,914.18,914.18,14.282,14.233,5888.00,,1.15,,,,1.410,,0.0687000,0,,4.33,,,,,
2215,3,10.94572300,0.097000,,,,914.18,914.18,14.282,14.233,5888.00,,1.15,,,,2.730,,0.1252000,0,,4.33,,,,,
2216,3,28.98676900,0.187000,,,,914.18,914.18,14.282,14.233,5888.00,,1.15,,,,2.450,,0.1435000,0,,4.33,,,,,
2217,1,7.58441260,,,,,1379.00,813.40,14.624,14.962,6324.00,1.27,1.43,,,,4.820,,0.1588000,0,,4.23,,,0.100,2.400,
2218,2,19.67226600,,,,,961.00,881.88,14.263,14.223,6152.00,1.12,1.19,,,,3.110,,0.1985800,0,,4.34,,,-0.020,3.020,
2219,2,32.65721200,,,,,961.00,881.88,14.263,14.223,6152.00,1.12,1.19,,,,2.950,,0.2492500,0,,4.34,,,-0.020,3.020,
2220,2,12.20575130,,,,,447.00,418.86,14.130,14.101,5355.00,0.88,0.84,,,,3.200,,0.1022500,0,,4.54,,,-0.010,4.470,
2221,2,6.65138020,,,,,447.00,418.86,14.130,14.101,5355.00,0.88,0.84,,,,2.660,,0.0889830,0,,4.54,,,-0.010,4.470,
2222,1,5.34264507,,,,,414.00,345.16,13.116,13.827,5508.00,0.92,0.88,,,,2.300,,0.1000400,0,,4.52,,,-0.010,3.890,
2223,1,21.09077580,,,,,592.00,1269.61,14.223,14.183,5499.00,0.89,0.86,,,,1.880,,0.1928700,0,,4.53,,,-0.100,4.270,
2224,1,16.17795610,,,,,844.00,1245.11,14.472,14.441,5812.00,1.02,1.02,,,,1.780,,0.2195400,0,-82.15,4.43,,,0.040,4.170,5.0000
2225,1,4.48558383,,,,,81.00,128.06,15.737,15.655,3299.00,0.24,0.26,,,,1.230,,0.0342000,0,,5.01,,,0.040,4.680,
2226,1,1107.59230000,2.720500,0.058100,90.097,,1256.00,1256.00,13.545,13.579,6210.00,1.22,1.79,,,483.00000,11.874,,,0,18.00,4.02,,,-0.140,4.400,8.4000
2227,1,8.68909000,0.051400,0.000000,89.570,,92.43,92.43,17.131,16.268,3240.00,0.22,0.25,,,,1.080,0.178300,0.0431542,0,,4.98,,,-0.150,,
2228,2,8.18084800,0.072000,,,,570.07,570.07,14.802,14.794,5211.00,,0.77,,,,2.320,,0.1195000,0,-23.59,4.54,,,,,0.2000
2229,2,15.31299000,0.110000,,,,570.07,570.07,14.802,14.794,5211.00,,0.77,,,,2.230,,0.1262000,0,-23.59,4.54,,,,,0.2000
2230,1,1.53818001,,0.010000,,,120.50,134.92,15.722,15.739,3410.00,0.33,0.33,,,,0.960,,,0,,,-1.871,8.7300,-0.110,,
2231,1,9.87863917,,0.130000,,,69.40,66.54,13.496,13.072,3713.00,0.52,0.50,,,,1.840,,,0,4.06,,-1.368,4.1000,-0.160,,1.1000
2232,1,38.09722000,0.165400,,89.993,9.90000,252.00,,15.931,16.002,3638.00,0.40,0.38,,268,,1.600,0.097700,0.1350000,0,,4.88,-1.638,7.0500,-0.300,3.200,
2233,1,140.25240000,0.470600,,89.788,3.08000,755.00,,15.429,,4807.00,0.72,0.69,,284,,2.170,0.066500,0.2750000,0,,4.62,-0.636,2.1600,-0.180,7.700,
2234,1,1047.83560000,2.026000,0.260000,89.982,1.20000,577.60,577.60,13.424,13.406,5597.00,1.01,1.18,2.700,206,158.91500,9.180,0.509600,0.9580000,0,,4.30,0.090,0.8760,-0.088,5.000,2.0000
2235,1,11.87287870,0.103000,,87.620,2.50000,214.58,214.58,11.072,11.014,6148.00,1.03,1.03,1.470,,5.00000,2.213,,,0,,4.36,,1.3000,-0.240,2.560,3.5000
2236,1,31.57865900,0.197000,0.836000,89.310,2.13000,186.88,186.88,11.640,11.062,5731.00,1.03,1.10,17.600,651,48.60000,5.020,,,0,-39.29,4.37,,,0.190,6.310,2.8000
2237,1,3.84937278,0.054400,0.062800,76.520,6.36000,806.07,806.07,11.432,11.420,6216.00,1.45,2.89,580.830,,1868.84040,11.994,,0.1083333,0,-20.98,3.67,,0.1130,-0.180,,33.9500
2238,3,7.65025400,0.072000,,,,614.16,614.16,14.701,14.685,5413.00,,0.74,,,,2.270,,0.1145000,0,,4.62,,,,,
2239,3,34.26028100,0.195000,,,,614.16,614.16,14.701,14.685,5413.00,,0.74,,,,2.380,,0.2017000,0,,4.62,,,,,
2240,3,1.55400393,,,,,614.16,614.16,14.701,14.685,5413.00,,0.74,,,,1.730,,0.0737330,0,,4.62,,,,,
2241,4,4.39316320,0.048300,0.000000,89.330,,330.00,345.31,14.023,14.000,4890.00,0.77,0.73,,914,,1.615,,0.0979167,0,-29.30,4.61,-0.570,2.8800,-0.030,3.300,2.0000
2242,4,7.40611400,0.068400,0.000000,89.300,,330.00,345.31,14.023,14.000,4890.00,0.77,0.73,,768,,1.548,,0.1144167,0,-29.30,4.61,-0.570,2.8800,-0.030,3.300,2.0000
2243,4,21.80385500,0.140500,0.120000,89.352,,330.00,345.31,14.023,14.000,4890.00,0.77,0.73,,536,,1.194,,0.1492500,0,-29.30,4.61,-0.570,2.8800,-0.030,3.300,2.0000
2244,4,1071.23228000,1.890000,0.062000,89.976,,330.00,345.31,14.023,14.000,4890.00,0.77,0.73,,131,,10.150,,0.6720833,0,-29.30,4.61,-0.570,2.8800,-0.030,3.300,2.0000
2245,2,4.42539100,0.056000,,,,1396.00,1396.00,14.606,14.605,6282.00,,1.11,,,,1.460,,0.1464000,0,,4.42,,,,,
2246,2,13.19324200,0.116000,,,,1396.00,1396.00,14.606,14.605,6282.00,,1.11,,,,2.690,,0.2057000,0,,4.42,,,,,
2247,5,3.25061900,0.040000,,,,411.34,411.34,14.194,14.162,4997.00,,0.76,,,,1.130,,0.0890000,0,,4.58,,,,,
2248,5,6.19546900,0.062000,,,,411.34,411.34,14.194,14.162,4997.00,,0.76,,,,1.210,,0.1273000,0,,4.58,,,,,
2249,5,8.34812500,0.075000,,,,411.34,411.34,14.194,14.162,4997.00,,0.76,,,,1.250,,0.1163000,0,,4.58,,,,,
2250,5,13.76710200,0.105000,,,,411.34,411.34,14.194,14.162,4997.00,,0.76,,,,2.200,,0.1213000,0,,4.58,,,,,
2251,5,87.09019500,0.359000,,,,411.34,411.34,14.194,14.162,4997.00,,0.76,,,,2.580,,0.2630000,0,,4.58,,,,,
2252,1,1.48571080,0.025910,0.011000,87.200,1.35000,800.00,735.91,14.141,14.131,5781.00,1.16,1.05,419.500,1570,778.65000,14.680,,0.0948500,0,-24.81,4.53,,1.4150,0.260,1.780,6.0000
2253,2,7.93059200,0.080000,,,,754.64,754.64,14.387,14.347,5679.00,,1.03,,,,3.200,,0.1533000,0,,4.45,,,,,
2254,2,16.66586300,0.131000,,,,754.64,754.64,14.387,14.347,5679.00,,1.03,,,,2.860,,0.1750000,0,,4.45,,,,,
2255,3,4.16697200,0.050000,,,,885.43,885.43,14.883,14.905,5642.00,,0.84,,,,2.340,,0.1142000,0,,4.57,,,,,
2256,3,11.46346200,0.098000,,,,885.43,885.43,14.883,14.905,5642.00,,0.84,,,,2.560,,0.1069000,0,,4.57,,,,,
2257,3,39.59551900,0.223000,,,,885.43,885.43,14.883,14.905,5642.00,,0.84,,,,1.890,,0.2631000,0,,4.57,,,,,
2258,4,2.94030900,0.040000,,,,848.56,848.56,14.532,14.537,5526.00,,1.08,,,,2.350,,0.1081000,0,,4.38,,,,,
2259,4,6.38899600,0.068000,,,,848.56,848.56,14.532,14.537,5526.00,,1.08,,,,2.860,,0.1412000,0,,4.38,,,,,
2260,4,14.62711900,0.118000,,,,848.56,848.56,14.532,14.537,5526.00,,1.08,,,,2.250,,0.1475000,0,,4.38,,,,,
2261,4,35.11873600,0.211000,,,,848.56,848.56,14.532,14.537,5526.00,,1.08,,,,2.760,,0.1483000,0,,4.38,,,,,
2262,2,4.26374200,0.048000,,,,853.39,853.39,14.209,14.258,6031.00,,0.95,,,,1.290,,0.0942000,0,,4.40,,,,,
2263,2,8.00577700,0.074000,,,,853.39,853.39,14.209,14.258,6031.00,,0.95,,,,2.430,,0.1304000,0,,4.40,,,,,
2264,3,13.98179000,0.100000,,,,389.07,389.07,14.287,14.286,4880.00,,0.62,,,,1.960,,0.1224000,0,,4.68,,,,,
2265,3,44.00052900,0.214000,,,,389.07,389.07,14.287,14.286,4880.00,,0.62,,,,1.490,,0.2157000,0,,4.68,,,,,
2266,3,247.35373000,0.677000,,,,389.07,389.07,14.287,14.286,4880.00,,0.62,,,,2.190,,0.3655000,0,,4.68,,,,,
2267,2,11.90351500,0.105000,,,,1363.39,1363.39,14.939,14.911,6064.00,,1.01,,,,2.560,,0.1756000,0,,4.47,,,,,
2268,2,34.03525700,0.213000,,,,1363.39,1363.39,14.939,14.911,6064.00,,1.01,,,,3.100,,0.2940000,0,,4.47,,,,,
2269,4,5.43307400,0.058000,,,,535.40,535.40,14.550,14.545,5232.00,,0.89,,,,1.430,,0.1003000,0,,4.47,,,,,
2270,4,12.75971200,0.102000,,,,535.40,535.40,14.550,14.545,5232.00,,0.89,,,,2.600,,0.1475000,0,,4.47,,,,,
2271,4,25.75197400,0.163000,,,,535.40,535.40,14.550,14.545,5232.00,,0.89,,,,2.510,,0.1189000,0,,4.47,,,,,
2272,4,51.16579000,,,,,535.40,535.40,14.550,14.545,5232.00,,0.89,,,,1.450,,0.1964600,0,,4.47,,,,,
2273,2,36.85500000,,,,,1497.42,1497.42,15.000,14.941,5942.00,,1.05,,,2.00000,2.900,,,0,,4.42,,,,,
2274,2,49.41200000,,,,,1497.42,1497.42,15.000,14.941,5942.00,,1.05,,,7.50000,7.100,,,0,,4.42,,,,,
2275,3,9.57669400,0.085000,,,,731.04,731.04,14.598,14.578,5676.00,,1.07,,,,2.900,,0.1407000,0,,4.33,,,,,
2276,3,20.55280200,0.142000,,,,731.04,731.04,14.598,14.578,5676.00,,1.07,,,,2.880,,0.0919000,0,,4.33,,,,,
2277,3,96.67898800,0.397000,,,,731.04,731.04,14.598,14.578,5676.00,,1.07,,,,3.950,,0.2615000,0,,4.33,,,,,
2278,2,2.73592600,0.036000,,,,616.39,616.39,14.613,14.603,5302.00,,0.76,,,,1.640,,0.0828000,0,-32.82,4.61,,,,,3.0000
2279,2,6.40013000,0.064000,,,,616.39,616.39,14.613,14.603,5302.00,,0.76,,,,2.000,,0.0768000,0,-32.82,4.61,,,,,3.0000
2280,3,3.50472500,0.044700,0.000000,84.920,4.90000,438.51,438.51,13.549,13.539,5345.00,0.97,1.11,5.200,,6.90000,2.000,0.025400,0.0865000,0,,4.31,-0.031,1.0100,0.190,10.000,4.0000
2281,3,7.64159000,0.075200,0.000000,87.680,0.59000,438.51,438.51,13.549,13.539,5345.00,0.97,1.11,5.100,,17.30000,5.490,0.228660,0.1453000,0,,4.31,-0.031,1.0100,0.190,10.000,4.0000
2282,3,14.85888000,0.117200,0.000000,88.070,0.27000,438.51,438.51,13.549,13.539,5345.00,0.97,1.11,7.300,,16.40000,6.980,0.326500,0.1533000,0,,4.31,-0.031,1.0100,0.190,10.000,4.0000
2283,2,13.81712400,0.109000,,,,709.83,709.83,14.350,14.325,5731.00,,1.06,,,,1.500,,0.1558000,0,,4.34,,,,,
2284,2,41.88577500,0.229000,,,,709.83,709.83,14.350,14.325,5731.00,,1.06,,,,3.010,,0.2600000,0,,4.34,,,,,
2285,2,3.13787300,0.040000,,,,620.09,620.09,14.707,14.714,5333.00,,0.75,,,,1.270,,0.0787000,0,,4.62,,,,,
2286,2,4.30214900,0.049000,,,,620.09,620.09,14.707,14.714,5333.00,,0.75,,,,1.990,,0.0819000,0,,4.62,,,,,
2287,2,9.82579200,0.096000,,,,1621.79,1621.79,14.896,14.874,6250.00,,1.15,,,,2.580,,0.2067000,0,,4.40,,,,,
2288,2,20.68434200,0.157000,,,,1621.79,1621.79,14.896,14.874,6250.00,,1.15,,,,3.430,,0.2673000,0,,4.40,,,,,
2289,2,5.68794500,0.064000,,,,1082.60,1082.60,14.943,14.893,5888.00,,0.96,,,,2.060,,0.0922000,0,,4.50,,,,,
2290,2,11.63707100,0.103000,,,,1082.60,1082.60,14.943,14.893,5888.00,,0.96,,,,2.270,,0.1370000,0,,4.50,,,,,
2291,3,10.68757600,0.092000,,,,621.24,621.24,14.338,14.311,5788.00,,0.87,,,,2.360,,0.1342000,0,,4.51,,,,,
2292,3,20.30300500,0.141000,,,,621.24,621.24,14.338,14.311,5788.00,,0.87,,,,1.970,,0.1812000,0,,4.51,,,,,
2293,3,29.02235800,0.179000,,,,621.24,621.24,14.338,14.311,5788.00,,0.87,,,,2.490,,0.1650000,0,,4.51,,,,,
2294,2,1.63290000,0.026000,,,,473.07,473.07,14.458,14.443,5208.00,,0.81,,,,1.170,,0.0650000,0,,4.54,,,,,
2295,2,20.72904200,0.139000,,,,473.07,473.07,14.458,14.443,5208.00,,0.81,,,,2.020,,0.1159000,0,,4.54,,,,,
2296,5,3.88679070,0.034300,,,,172.00,178.51,14.625,14.599,3755.00,0.54,0.52,,,,1.070,,,0,,4.74,-1.260,5.2900,-0.260,4.000,
2297,5,7.26730200,0.045100,,,,172.00,178.51,14.625,14.599,3755.00,0.54,0.52,,,,1.250,,,0,,4.74,-1.260,5.2900,-0.260,4.000,
2298,5,13.34299600,0.078100,,,,172.00,178.51,14.625,14.599,3755.00,0.54,0.52,,,,1.400,,,0,,4.74,-1.260,5.2900,-0.260,4.000,
2299,5,22.40770400,0.110000,,,,172.00,178.51,14.625,14.599,3755.00,0.54,0.52,,,,1.270,,,0,,4.74,-1.260,5.2900,-0.260,4.000,
2300,5,129.94410000,0.432000,0.040000,89.960,,172.00,178.51,14.625,14.599,3755.00,0.54,0.52,,,,1.170,,0.2342000,0,,4.74,-1.260,5.2900,-0.260,4.000,
2301,2,4.93886400,0.059000,,,,1180.86,1180.86,14.173,14.175,6105.00,,1.29,,,,1.410,,0.1783000,0,,4.27,,,,,
2302,2,10.64026300,0.099000,,,,1180.86,1180.86,14.173,14.175,6105.00,,1.29,,,,2.670,,0.2202000,0,,4.27,,,,,
2303,2,2.06189700,0.032000,,,,996.09,996.09,14.674,14.634,6021.00,,1.14,,,,1.680,,0.0746000,0,-8.36,4.35,,,,,6.3000
2304,2,5.99655300,0.066000,,,,996.09,996.09,14.674,14.634,6021.00,,1.14,,,,3.190,,0.1346000,0,-8.36,4.35,,,,,6.3000
2305,2,10.39993100,0.088000,,,,601.75,601.75,14.859,14.821,5235.00,,0.75,,,,1.210,,0.1424000,0,,4.62,,,,,
2306,2,20.13486600,0.137000,,,,601.75,601.75,14.859,14.821,5235.00,,0.75,,,,2.380,,0.1485000,0,,4.62,,,,,
2307,3,9.28716000,,0.120000,,,219.95,219.95,11.898,11.876,5544.00,0.94,0.86,,,8.40000,,,,0,-11.01,4.51,,,-0.080,1.900,2.0000
2308,3,28.73100000,,0.210000,,,219.95,219.95,11.898,11.876,5544.00,0.94,0.86,,,13.10000,,,,0,-11.01,4.51,,,-0.080,1.900,2.0000
2309,3,62.95000000,,0.050000,,,219.95,219.95,11.898,11.876,5544.00,0.94,0.86,,,22.50000,,,,0,-11.01,4.51,,,-0.080,1.900,2.0000
2310,2,2.01999900,0.030000,,,,438.88,438.88,14.137,14.118,5106.00,,0.80,,,,1.560,,0.0759000,0,,4.56,,,,,
2311,2,3.76302400,0.045000,,,,438.88,438.88,14.137,14.118,5106.00,,0.80,,,,1.460,,0.0640000,0,,4.56,,,,,
2312,3,9.93963200,0.087000,,,,604.75,604.75,14.808,14.776,5282.00,,0.79,,,,1.340,,0.1215000,0,,4.59,,,,,
2313,3,17.73850600,0.128000,,,,604.75,604.75,14.808,14.776,5282.00,,0.79,,,,1.860,,0.1175000,0,,4.59,,,,,
2314,3,5.94504102,,,,,604.75,604.75,14.808,14.776,5282.00,,0.79,,,,2.280,,0.1071290,0,,4.59,,,,,
2315,3,9.92674600,0.090000,,,,664.14,664.14,14.129,14.104,5479.00,,1.01,,,,2.740,,0.1575000,0,,4.43,,,,,
2316,3,21.22340000,0.150000,,,,664.14,664.14,14.129,14.104,5479.00,,1.01,,,,2.790,,0.2058000,0,,4.43,,,,,
2317,3,6.47027579,,,,,664.14,664.14,14.129,14.104,5479.00,,1.01,,,,1.020,,0.1350400,0,,4.43,,,,,
2318,2,11.38848000,0.106000,,,,1038.87,1038.87,14.615,14.596,6335.00,,1.15,,,,2.390,,0.1507000,0,,4.40,,,,,
2319,2,50.69749400,0.286000,,,,1038.87,1038.87,14.615,14.596,6335.00,,1.15,,,,2.750,,0.2548000,0,,4.40,,,,,
2320,3,2.09228100,0.032000,,,,1133.48,1133.48,14.915,14.912,6089.00,,1.02,,,,1.510,,0.0980000,0,,4.42,,,,,
2321,3,17.30803200,0.131000,,,,1133.48,1133.48,14.915,14.912,6089.00,,1.02,,,,2.590,,0.2067000,0,,4.42,,,,,
2322,3,52.81497300,0.275000,,,,1133.48,1133.48,14.915,14.912,6089.00,,1.02,,,,2.400,,0.3042000,0,,4.42,,,,,
2323,2,8.30787200,0.077000,,,,664.47,664.47,14.813,14.799,5329.00,,0.78,,,,2.030,,0.1313000,0,,4.60,,,,,
2324,2,34.09686300,0.197000,,,,664.47,664.47,14.813,14.799,5329.00,,0.78,,,,1.550,,0.1627000,0,,4.60,,,,,
2325,2,20.73988600,0.138000,,,,457.26,457.26,14.157,14.103,5128.00,,0.78,,,,1.900,,0.1256000,0,,4.57,,,,,
2326,2,47.42773700,0.240000,,,,457.26,457.26,14.157,14.103,5128.00,,0.78,,,,2.240,,0.2131000,0,,4.57,,,,,
2327,4,5.59930800,0.060000,,,,333.75,333.75,11.811,11.780,6004.00,,1.12,,,,1.020,,0.1534000,0,1.23,4.30,,,,,
2328,4,10.34969500,0.090000,,,,333.75,333.75,11.811,11.780,6004.00,,1.12,,,,1.230,,0.1771000,0,1.23,4.30,,,,,
2329,4,15.67756300,0.119000,,,,333.75,333.75,11.811,11.780,6004.00,,1.12,,,,1.220,,0.2219000,0,1.23,4.30,,,,,
2330,4,25.20971500,0.164000,,,,333.75,333.75,11.811,11.780,6004.00,,1.12,,,,0.910,,0.2624000,0,1.23,4.30,,,,,
2331,3,17.79003700,0.131000,,,,502.52,502.52,13.597,13.566,5574.00,,0.94,,,,2.820,,0.1866000,0,,4.47,,,,,
2332,3,49.56741600,0.259000,,,,502.52,502.52,13.597,13.566,5574.00,,0.94,,,,2.470,,0.1528000,0,,4.47,,,,,
2333,3,1.31184443,,,,,502.52,502.52,13.597,13.566,5574.00,,0.94,,,,1.530,,0.0738710,0,,4.47,,,,,
2334,2,23.63760400,0.158000,,,,528.99,528.99,13.595,13.597,5644.00,,0.97,,,,3.110,,0.2064000,0,,4.44,,,,,
2335,2,67.09340800,0.316000,,,,528.99,528.99,13.595,13.597,5644.00,,0.97,,,,3.250,,0.2888000,0,,4.44,,,,,
2336,6,3.69611525,0.046300,0.030000,87.355,8.20000,284.88,284.88,12.510,12.453,5495.00,0.95,0.96,4.200,1105,9.70000,1.868,,,0,-20.93,4.45,,,0.070,7.600,2.0000
2337,6,10.85409089,0.094900,0.160000,89.815,2.50000,284.88,284.88,12.510,12.453,5495.00,0.95,0.96,3.840,772,12.75000,3.047,,,0,-20.93,4.45,,,0.070,7.600,2.0000
2338,6,77.61130017,0.350600,,89.708,2.70000,284.88,284.88,12.510,12.453,5495.00,0.95,0.96,1.570,401,10.07000,2.744,,,0,-20.93,4.45,,,0.070,7.600,2.0000
2339,6,6.09852281,0.063900,,87.632,,284.88,284.88,12.510,12.453,5495.00,0.95,0.96,,,,0.865,,,0,-20.93,4.45,,,0.070,7.600,2.0000
2340,6,19.57758478,0.139600,,88.788,,284.88,284.88,12.510,12.453,5495.00,0.95,0.96,,,,1.003,,,0,-20.93,4.45,,,0.070,7.600,2.0000
2341,6,34.94000000,0.205500,0.150000,,,284.88,284.88,12.510,12.453,5495.00,0.95,0.96,4.100,524,19.96000,,,,0,-20.93,4.45,,,0.070,7.600,2.0000
2342,2,8.59480500,0.080000,,,,678.93,678.93,13.984,13.952,5678.00,,0.94,,,,2.130,,0.1472000,0,,4.45,,,,,
2343,2,10.22215700,0.090000,,,,678.93,678.93,13.984,13.952,5678.00,,0.94,,,,1.590,,0.0463000,0,,4.45,,,,,
2344,2,25.67208300,0.175000,,,,648.18,648.18,13.004,12.920,6065.00,,1.23,,,,2.460,,0.2345000,0,,4.29,,,,,
2345,2,151.88405800,0.573000,,,,648.18,648.18,13.004,12.920,6065.00,,1.23,,,,2.850,,0.5412000,0,,4.29,,,,,
2346,2,4.06942700,0.045000,,,,287.48,287.48,13.872,13.843,4668.00,,0.67,,,,1.630,,0.0861000,0,,4.65,,,,,
2347,2,16.28249300,0.113000,,,,287.48,287.48,13.872,13.843,4668.00,,0.67,,,,1.850,,0.1189000,0,,4.65,,,,,
2348,3,3.16269700,0.043000,,,,717.73,717.73,13.989,13.942,5821.00,,1.11,,,,2.570,,0.0792000,0,,4.36,,,,,
2349,3,5.37064700,0.061000,,,,717.73,717.73,13.989,13.942,5821.00,,1.11,,,,2.470,,0.0839000,0,,4.36,,,,,
2350,3,11.32972000,0.100000,,,,717.73,717.73,13.989,13.942,5821.00,,1.11,,,,1.440,,0.1663000,0,,4.36,,,,,
2351,2,14.40097400,0.117000,,,,700.59,700.59,13.909,13.874,5812.00,,1.24,,,,2.530,,0.1627000,0,,4.27,,,,,
2352,2,25.66059300,0.173000,,,,700.59,700.59,13.909,13.874,5812.00,,1.24,,,,1.790,,0.1826000,0,,4.27,,,,,
2353,2,2.75564000,0.032000,,,,160.46,160.46,13.506,13.495,4321.00,,0.55,,,,1.510,,0.0812000,0,44.12,4.74,,,,,
2354,2,20.30654600,0.122000,,,,160.46,160.46,13.506,13.495,4321.00,,0.55,,,,1.640,,0.1197000,0,44.12,4.74,,,,,
2355,3,7.78198700,0.078000,,,,604.81,604.81,13.484,13.461,5764.00,,1.19,,,,1.200,,0.1518000,0,,4.31,,,,,
2356,3,13.13747100,0.111000,,,,604.81,604.81,13.484,13.461,5764.00,,1.19,,,,1.770,,0.1987000,0,,4.31,,,,,
2357,3,23.44281000,0.163000,,,,604.81,604.81,13.484,13.461,5764.00,,1.19,,,,1.190,,0.2245000,0,,4.31,,,,,
2358,3,1.61186500,0.029000,,,,898.20,898.20,13.182,13.167,5920.00,,1.59,,,,1.570,,0.1250000,0,,4.13,,,,,
2359,3,3.07157100,0.044000,,,,898.20,898.20,13.182,13.167,5920.00,,1.59,,,,1.500,,0.1699000,0,,4.13,,,,,
2360,3,5.86807500,0.068000,,,,898.20,898.20,13.182,13.167,5920.00,,1.59,,,,3.310,,0.1654000,0,,4.13,,,,,
2361,4,4.22864000,0.054000,,,,793.01,793.01,13.749,13.538,6092.00,,1.31,,,,1.630,,0.1378000,0,,4.26,,,,,
2362,4,7.46662300,0.079000,,,,793.01,793.01,13.749,13.538,6092.00,,1.31,,,,1.390,,0.1618000,0,,4.26,,,,,
2363,4,11.13178600,0.103000,,,,793.01,793.01,13.749,13.538,6092.00,,1.31,,,,1.200,,0.1716000,0,,4.26,,,,,
2364,4,16.25945800,0.132000,,,,793.01,793.01,13.749,13.538,6092.00,,1.31,,,,1.480,,0.1683000,0,,4.26,,,,,
2365,2,16.08784500,0.122000,,,,586.68,586.68,13.998,13.952,5513.00,,0.94,,,,2.260,,0.1199000,0,,4.47,,,,,
2366,2,41.74988200,0.231000,,,,586.68,586.68,13.998,13.952,5513.00,,0.94,,,,3.100,,0.2346000,0,,4.47,,,,,
2367,1,2.78578000,0.042717,0.020000,83.200,6.40000,108.86,108.86,8.250,8.128,6305.00,1.41,1.90,1.990,2025,5.08000,1.639,0.006217,0.1496000,0,-19.10,4.03,0.715,0.2870,-0.030,3.030,8.4000
2368,2,2.45323400,0.032000,,,,234.33,234.33,13.822,13.804,4559.00,,0.65,,,,2.940,,0.0728000,0,,4.66,,,,,
2369,2,7.97251300,0.070000,,,,234.33,234.33,13.822,13.804,4559.00,,0.65,,,,3.620,,0.1209000,0,,4.66,,,,,
2370,2,4.13857500,0.048000,,,,312.14,312.14,13.283,13.273,5123.00,,0.82,,,,1.260,,0.0928000,0,,4.55,,,,,
2371,2,6.04045000,0.062000,,,,312.14,312.14,13.283,13.273,5123.00,,0.82,,,,1.290,,0.0855000,0,,4.55,,,,,
2372,2,16.25758200,0.133000,,,,701.04,701.04,13.178,12.987,5852.00,,1.46,,,,1.090,,0.2748000,0,-7.08,4.18,,,,,
2373,2,31.80517400,0.207000,,,,701.04,701.04,13.178,12.987,5852.00,,1.46,,,,2.740,,0.3465000,0,-7.08,4.18,,,,,
2374,2,2.46236000,0.036000,,,,646.74,646.74,13.648,13.602,5696.00,,1.20,,,,1.620,,0.0737000,0,,4.31,,,,,
2375,2,4.82296200,0.057000,,,,646.74,646.74,13.648,13.602,5696.00,,1.20,,,,2.340,,0.0345000,0,,4.31,,,,,
2376,2,15.66054400,0.130000,,,,1252.07,1252.07,13.949,13.906,6169.00,,1.35,,,,2.610,,0.2919000,0,,4.25,,,,,
2377,2,28.77980000,0.194000,,,,1252.07,1252.07,13.949,13.906,6169.00,,1.35,,,,2.130,,0.3251000,0,,4.25,,,,,
2378,4,9.36067200,0.084000,,,,492.90,492.90,13.580,13.555,5739.00,,1.03,,,,1.620,,0.1265000,0,,4.36,,,,,
2379,4,14.66710800,0.113000,,,,492.90,492.90,13.580,13.555,5739.00,,1.03,,,,1.770,,0.1606000,0,,4.36,,,,,
2380,4,30.86442300,0.185000,,,,492.90,492.90,13.580,13.555,5739.00,,1.03,,,,2.390,,0.1133000,0,,4.36,,,,,
2381,4,68.16101000,0.314000,,,,492.90,492.90,13.580,13.555,5739.00,,1.03,,,,1.750,,0.2356000,0,,4.36,,,,,
2382,2,7.69364100,0.079000,,,,1229.44,1229.44,13.998,13.961,6091.00,,1.26,,,,2.350,,0.2104000,0,,4.28,,,,,
2383,2,17.40666900,0.136000,,,,1229.44,1229.44,13.998,13.961,6091.00,,1.26,,,,3.040,,0.2862000,0,,4.28,,,,,
2384,3,5.37494300,0.065000,,,,1140.95,1140.95,13.294,13.121,6171.00,,1.80,,,,2.230,,0.1671000,0,,4.03,,,,,
2385,3,8.58600400,0.089000,,,,1140.95,1140.95,13.294,13.121,6171.00,,1.80,,,,1.850,,0.1398000,0,,4.03,,,,,
2386,3,3.88689525,,,,,1140.95,1140.95,13.294,13.121,6171.00,,1.80,,,,1.320,,0.1524200,0,,4.03,,,,,
2387,3,3.61933700,0.046000,,,,669.02,669.02,13.967,13.907,5502.00,,1.06,,,,1.480,,0.1256000,0,,4.39,,,,,
2388,3,44.69957600,0.248000,,,,669.02,669.02,13.967,13.907,5502.00,,1.06,,,,3.140,,0.2613000,0,,4.39,,,,,
